activity_id,deal_id,rep_id,activity_type,activity_date,duration_mins,outcome,notes
A004112,D00580,R001,Meeting,2024-03-01,60,Positive,Follow up scheduled
A004113,D01165,R004,Call,2024-06-04,30,Positive,Follow up scheduled
A004114,D00743,R001,Meeting,2024-11-10,45,Positive,Follow up scheduled
A004115,D00675,R003,Email,2024-06-20,90,Positive,Awaiting legal review
A004116,D00311,R003,Proposal Sent,2024-02-10,30,Neutral,Decision deferred
A004117,D00471,R002,Call,2024-04-11,90,Neutral,Budget approved
A004118,D00809,R005,Demo,2023-05-02,30,Neutral,Stakeholder meeting set
A004119,D00172,R003,Meeting,2023-06-15,15,Positive,Stakeholder meeting set
A004120,D00576,R004,Meeting,2023-08-04,45,Positive,Awaiting legal review
A004121,D00031,R004,Proposal Sent,2023-03-27,45,No Response,Follow up scheduled
A004122,D00047,R003,Follow-up,2024-11-08,120,Positive,Champion confirmed
A004123,D00130,R005,Meeting,2024-06-06,90,Positive,Stakeholder meeting set
A004124,D00352,R002,Demo,2023-08-02,120,Neutral,Champion confirmed
A004125,D00978,R004,Call,2023-03-06,60,Positive,Budget approved
A004126,D00058,R001,Proposal Sent,2024-05-24,90,Positive,Champion confirmed
A004127,D01130,R001,Call,2023-07-18,90,Negative,Stakeholder meeting set
A004128,D00812,R001,Proposal Sent,2024-05-08,45,Positive,Awaiting legal review
A004129,D00768,R003,Proposal Sent,2024-11-03,120,Neutral,Stakeholder meeting set
A004130,D00683,R003,Call,2024-02-04,90,Negative,
A004131,D01186,R003,Call,2024-07-31,45,Negative,Follow up scheduled
A004132,D00997,R005,Email,2024-03-16,45,Neutral,
A004133,D00286,R003,Follow-up,2024-02-10,45,Neutral,Stakeholder meeting set
A004134,D01095,R001,Follow-up,2023-05-18,60,Positive,
A004135,D00886,R003,Meeting,2024-02-13,15,Positive,Follow up scheduled
A004136,D00397,R004,Meeting,2024-07-16,60,Neutral,Budget approved
A004137,D00026,R003,Meeting,2023-10-21,45,Neutral,
A004138,D00313,R002,Proposal Sent,2023-08-27,60,Positive,Follow up scheduled
A004139,D00126,R001,Call,2024-11-27,120,Positive,Stakeholder meeting set
A004140,D00811,R002,Call,2024-04-30,60,Neutral,Sent pricing deck
A004141,D00188,R003,Proposal Sent,2024-10-30,120,Positive,Sent pricing deck
A004142,D00698,R001,Follow-up,2023-04-05,60,No Response,Stakeholder meeting set
A004143,D00810,R001,Proposal Sent,2024-12-11,120,Positive,Champion confirmed
A004144,D00716,R005,Meeting,2023-04-19,120,No Response,Sent pricing deck
A004145,D00450,R002,Follow-up,2024-12-15,90,Neutral,
A004146,D00523,R001,Meeting,2024-08-07,15,Neutral,Awaiting legal review
A004147,D00986,R002,Proposal Sent,2023-12-04,90,Positive,Stakeholder meeting set
A004148,D00658,R005,Meeting,2024-12-21,30,Positive,Champion confirmed
A004149,D00597,R003,Email,2023-10-21,15,Positive,Stakeholder meeting set
A004150,D00100,R004,Proposal Sent,2023-05-28,120,Neutral,Sent pricing deck
A004151,D00616,R003,Call,2024-07-28,60,Positive,
A004152,D00948,R001,Call,2024-04-16,90,Negative,Decision deferred
A004153,D00556,R003,Proposal Sent,2024-10-16,15,Positive,
A004154,D00278,R002,Proposal Sent,2023-08-29,90,Neutral,Stakeholder meeting set
A004155,D00491,R005,Follow-up,2023-11-10,30,Positive,Sent pricing deck
A004156,D00255,R001,Meeting,2023-12-02,15,Neutral,Budget approved
A004157,D00381,R001,Follow-up,2024-05-02,120,Positive,Stakeholder meeting set
A004158,D00892,R005,Call,2024-12-05,60,Negative,Follow up scheduled
A004159,D00542,R004,Demo,2024-12-11,30,Neutral,Awaiting legal review
A004160,D00825,R002,Email,2023-04-04,90,Positive,Awaiting legal review
A004161,D00879,R005,Email,2024-05-14,60,Negative,Awaiting legal review
A004162,D01139,R004,Proposal Sent,2024-08-26,45,Positive,Sent pricing deck
A004163,D00281,R001,Follow-up,2023-02-15,45,Positive,Follow up scheduled
A004164,D00773,R001,Follow-up,2023-12-11,45,Positive,
A004165,D00843,R002,Meeting,2024-12-19,15,Positive,Sent pricing deck
A004166,D00719,R002,Follow-up,2024-10-17,60,Positive,Follow up scheduled
A004167,D00328,R004,Proposal Sent,2024-02-12,60,Positive,Awaiting legal review
A004168,D00211,R003,Follow-up,2024-02-13,30,Positive,Stakeholder meeting set
A004169,D00727,R003,Demo,2024-12-31,30,Neutral,Champion confirmed
A004170,D00923,R001,Demo,2023-11-13,45,No Response,
A004171,D00552,R005,Follow-up,2023-06-08,90,Positive,Stakeholder meeting set
A004172,D00026,R003,Follow-up,2023-09-19,90,Neutral,Champion confirmed
A004173,D00027,R001,Meeting,2023-10-26,60,Neutral,Stakeholder meeting set
A004174,D00702,R001,Meeting,2024-04-03,120,No Response,
A004175,D01107,R005,Follow-up,2024-12-13,120,No Response,Champion confirmed
A004176,D00682,R004,Meeting,2024-03-03,15,No Response,Stakeholder meeting set
A004177,D00413,R005,Proposal Sent,2023-03-31,120,Neutral,Stakeholder meeting set
A004178,D00167,R002,Follow-up,2024-07-20,90,Positive,Awaiting legal review
A004179,D00169,R004,Meeting,2024-12-19,60,Positive,Stakeholder meeting set
A004180,D00229,R001,Follow-up,2024-03-23,60,Positive,Sent pricing deck
A004181,D00367,R004,Demo,2024-11-05,30,Negative,Budget approved
A004182,D00528,R002,Call,2024-02-22,45,Positive,Follow up scheduled
A004183,D00791,R003,Demo,2024-11-03,15,Positive,Sent pricing deck
A004184,D00524,R001,Follow-up,2024-12-13,60,Negative,
A004185,D01096,R001,Call,2024-11-28,60,Negative,Follow up scheduled
A004186,D00106,R001,Email,2024-11-22,30,No Response,
A004187,D00732,R002,Meeting,2024-11-06,60,Positive,Stakeholder meeting set
A004188,D00965,R001,Meeting,2023-04-18,45,Positive,
A004189,D00133,R001,Proposal Sent,2023-06-27,120,Neutral,Follow up scheduled
A004190,D00534,R004,Demo,2023-04-18,30,Neutral,Sent pricing deck
A004191,D00975,R004,Follow-up,2023-08-08,60,Neutral,Decision deferred
A004192,D00269,R005,Meeting,2024-11-17,15,Positive,Stakeholder meeting set
A004193,D00673,R001,Call,2024-09-14,15,Positive,Champion confirmed
A004194,D00791,R003,Email,2024-12-07,45,Neutral,Awaiting legal review
A004195,D00018,R002,Meeting,2024-10-09,30,Positive,Follow up scheduled
A004196,D00117,R005,Demo,2024-11-27,60,Negative,Decision deferred
A004197,D00798,R002,Email,2023-06-12,120,Positive,Follow up scheduled
A004198,D01168,R002,Follow-up,2023-10-18,15,Positive,Stakeholder meeting set
A004199,D00551,R001,Follow-up,2024-10-11,30,Positive,Sent pricing deck
A004200,D00929,R004,Demo,2023-05-19,15,Negative,
A004201,D00753,R002,Email,2023-04-18,30,Positive,Follow up scheduled
A004202,D00422,R005,Follow-up,2024-02-10,60,Positive,Awaiting legal review
A004203,D00646,R004,Demo,2024-12-31,45,Neutral,Stakeholder meeting set
A004204,D00558,R005,Follow-up,2024-02-16,120,Positive,Decision deferred
A004205,D00050,R001,Follow-up,2023-04-15,15,Neutral,Awaiting legal review
A004206,D00678,R005,Demo,2024-01-29,30,Positive,Decision deferred
A004207,D00106,R001,Follow-up,2024-11-30,60,No Response,
A004208,D00658,R005,Follow-up,2024-12-27,15,Positive,Sent pricing deck
A004209,D01096,R001,Proposal Sent,2024-11-21,15,No Response,
A004210,D00988,R004,Call,2023-07-29,15,Positive,
A004211,D00842,R004,Proposal Sent,2023-11-11,120,Neutral,Budget approved
A004212,D00446,R003,Demo,2024-08-22,45,Positive,Sent pricing deck
A004213,D00070,R003,Email,2024-10-10,15,Neutral,Stakeholder meeting set
A004214,D00150,R004,Demo,2024-05-05,60,Positive,Decision deferred
A004215,D00774,R002,Demo,2024-08-17,15,Neutral,
A004216,D01123,R001,Demo,2024-11-22,45,Positive,Champion confirmed
A004217,D00944,R003,Follow-up,2024-12-12,90,Neutral,Awaiting legal review
A004218,D00455,R002,Call,2024-05-31,45,Neutral,Decision deferred
A004219,D01128,R003,Meeting,2023-09-16,30,Positive,Follow up scheduled
A004220,D00946,R003,Meeting,2024-04-02,120,Positive,Stakeholder meeting set
A004221,D00601,R004,Demo,2024-12-03,15,Neutral,
A004222,D00653,R004,Demo,2024-04-21,15,No Response,Champion confirmed
A004223,D00725,R005,Proposal Sent,2024-02-12,45,Neutral,Champion confirmed
A004224,D00233,R001,Call,2023-09-24,60,Negative,Budget approved
A004225,D00251,R002,Demo,2024-07-29,45,Neutral,Follow up scheduled
A004226,D00079,R002,Email,2023-12-12,90,No Response,Awaiting legal review
A004227,D01076,R005,Call,2023-07-24,15,Positive,Budget approved
A004228,D00898,R005,Email,2023-04-19,60,Positive,Awaiting legal review
A004229,D00921,R002,Demo,2023-10-21,30,No Response,Awaiting legal review
A004230,D00781,R003,Demo,2023-06-16,30,Positive,Decision deferred
A004231,D00226,R005,Follow-up,2023-05-19,45,No Response,
A004232,D01075,R002,Follow-up,2024-10-20,120,Neutral,Follow up scheduled
A004233,D01058,R004,Demo,2024-02-05,90,Neutral,Decision deferred
A004234,D00803,R004,Follow-up,2024-11-13,60,Positive,Budget approved
A004235,D00742,R004,Proposal Sent,2023-07-13,90,No Response,Budget approved
A004236,D00131,R005,Meeting,2024-09-22,45,Neutral,Sent pricing deck
A004237,D01023,R004,Call,2024-10-19,60,Neutral,
A004238,D00632,R002,Proposal Sent,2023-05-10,30,Positive,Follow up scheduled
A004239,D00838,R004,Email,2023-07-13,45,Neutral,Follow up scheduled
A004240,D00759,R002,Follow-up,2024-08-13,90,Positive,Sent pricing deck
A004241,D00704,R001,Email,2023-03-12,30,Positive,Follow up scheduled
A004242,D00497,R001,Email,2023-06-16,90,Negative,Sent pricing deck
A004243,D00323,R004,Follow-up,2024-03-05,15,Positive,Champion confirmed
A004244,D00615,R005,Follow-up,2023-06-23,90,Negative,Awaiting legal review
A004245,D00329,R002,Proposal Sent,2023-09-22,90,Positive,Decision deferred
A004246,D00133,R001,Call,2023-06-20,15,Positive,Awaiting legal review
A004247,D00835,R003,Demo,2023-04-18,60,Positive,Decision deferred
A004248,D00651,R002,Email,2023-09-10,30,No Response,Budget approved
A004249,D00121,R002,Meeting,2024-07-29,60,Negative,Budget approved
A004250,D00606,R003,Proposal Sent,2023-10-10,15,Positive,Stakeholder meeting set
A004251,D00965,R001,Proposal Sent,2023-06-28,30,Positive,Decision deferred
A004252,D00129,R005,Meeting,2023-08-18,45,Neutral,Budget approved
A004253,D01115,R003,Follow-up,2024-08-21,120,Positive,Sent pricing deck
A004254,D00029,R004,Call,2023-04-29,60,Positive,Decision deferred
A004255,D00722,R003,Call,2023-03-02,30,Positive,Budget approved
A004256,D00333,R004,Meeting,2024-06-24,45,Neutral,Stakeholder meeting set
A004257,D01154,R004,Follow-up,2024-03-27,15,Negative,Awaiting legal review
A004258,D01197,R001,Meeting,2023-06-04,90,Neutral,Champion confirmed
A004259,D00944,R003,Demo,2024-12-02,90,Neutral,Follow up scheduled
A004260,D01048,R001,Call,2024-01-15,90,Neutral,Awaiting legal review
A004261,D01123,R001,Follow-up,2024-09-07,15,Positive,Stakeholder meeting set
A004262,D00356,R002,Proposal Sent,2024-06-21,60,Positive,Stakeholder meeting set
A004263,D00139,R001,Call,2024-11-28,30,Negative,Follow up scheduled
A004264,D01198,R002,Call,2024-01-12,45,No Response,
A004265,D00029,R004,Demo,2023-03-01,15,No Response,Awaiting legal review
A004266,D00931,R004,Call,2023-06-19,120,No Response,Stakeholder meeting set
A004267,D00496,R001,Demo,2023-08-11,60,Positive,Awaiting legal review
A004268,D01014,R004,Proposal Sent,2023-02-25,120,Positive,Stakeholder meeting set
A004269,D00655,R003,Proposal Sent,2023-10-30,30,Neutral,Budget approved
A004270,D00828,R002,Email,2023-05-29,90,Positive,Budget approved
A004271,D00351,R001,Demo,2024-08-16,30,Neutral,
A004272,D00554,R004,Proposal Sent,2023-03-29,45,Neutral,Sent pricing deck
A004273,D00299,R002,Call,2024-09-27,15,Neutral,Awaiting legal review
A004274,D00064,R001,Meeting,2024-12-27,90,Positive,Stakeholder meeting set
A004275,D00755,R002,Call,2024-12-31,60,Neutral,Decision deferred
A004276,D00770,R001,Call,2024-11-28,60,Neutral,Sent pricing deck
A004277,D00834,R002,Call,2024-04-10,60,Positive,Budget approved
A004278,D00166,R001,Proposal Sent,2024-11-05,30,Neutral,Stakeholder meeting set
A004279,D00506,R002,Follow-up,2024-12-04,60,Negative,Follow up scheduled
A004280,D00793,R005,Call,2024-12-09,90,Positive,
A004281,D00833,R005,Email,2024-11-11,120,No Response,Awaiting legal review
A004282,D00858,R002,Proposal Sent,2024-09-13,45,Positive,Follow up scheduled
A004283,D00806,R001,Follow-up,2024-01-02,60,Neutral,Budget approved
A004284,D01173,R005,Meeting,2023-11-14,30,Negative,Champion confirmed
A004285,D00761,R004,Email,2024-08-27,120,Positive,Champion confirmed
A004286,D00833,R005,Email,2024-11-27,15,Negative,Decision deferred
A004287,D00283,R001,Follow-up,2024-12-12,120,Positive,Awaiting legal review
A004288,D00379,R002,Follow-up,2023-11-11,120,Neutral,
A004289,D00198,R004,Proposal Sent,2024-07-05,120,Positive,Awaiting legal review
A004290,D01015,R001,Follow-up,2024-09-03,60,No Response,Budget approved
A004291,D01024,R005,Meeting,2024-07-05,120,Neutral,Follow up scheduled
A004292,D00556,R003,Email,2024-09-30,15,Neutral,Follow up scheduled
A004293,D00356,R002,Email,2024-07-23,90,Positive,Budget approved
A004294,D01041,R003,Follow-up,2023-06-24,60,Negative,Decision deferred
A004295,D00639,R005,Email,2023-06-09,15,Neutral,
A004296,D00379,R002,Follow-up,2023-09-25,60,Negative,Stakeholder meeting set
A004297,D00680,R005,Call,2024-12-31,30,No Response,Budget approved
A004298,D00506,R002,Call,2024-11-22,45,Positive,Champion confirmed
A004299,D00899,R001,Proposal Sent,2023-11-25,30,Positive,Decision deferred
A004300,D00076,R002,Meeting,2024-12-10,60,Neutral,Decision deferred
A004301,D00231,R004,Meeting,2024-12-09,45,Positive,Stakeholder meeting set
A004302,D00962,R001,Call,2023-07-07,15,Neutral,Stakeholder meeting set
A004303,D00302,R005,Email,2024-08-31,15,No Response,Budget approved
A004304,D00726,R001,Demo,2024-06-04,60,No Response,Champion confirmed
A004305,D00215,R004,Meeting,2023-07-06,30,Neutral,Awaiting legal review
A004306,D01182,R002,Proposal Sent,2024-12-14,60,Neutral,Budget approved
A004307,D00069,R005,Email,2024-07-05,120,Negative,Budget approved
A004308,D00393,R004,Demo,2023-10-26,120,Neutral,Champion confirmed
A004309,D01109,R003,Follow-up,2023-06-11,90,Negative,Budget approved
A004310,D00267,R005,Meeting,2024-12-31,15,No Response,Champion confirmed
A004311,D01093,R003,Proposal Sent,2024-07-02,30,Neutral,Champion confirmed
A004312,D00611,R003,Follow-up,2024-10-05,120,Positive,Stakeholder meeting set
A004313,D01009,R005,Meeting,2023-12-15,15,No Response,
A004314,D00962,R001,Demo,2023-09-14,60,Negative,
A004315,D00728,R001,Meeting,2023-05-12,90,Neutral,Sent pricing deck
A004316,D00673,R001,Proposal Sent,2024-10-11,90,Negative,Champion confirmed
A004317,D00423,R005,Meeting,2024-11-11,120,No Response,Champion confirmed
A004318,D01198,R002,Proposal Sent,2024-03-03,45,Neutral,Budget approved
A004319,D00115,R001,Follow-up,2024-01-29,45,No Response,Decision deferred
A004320,D00220,R005,Email,2023-12-01,15,Negative,Stakeholder meeting set
A004321,D00031,R004,Meeting,2023-05-08,30,Positive,Stakeholder meeting set
A004322,D01154,R004,Email,2024-04-13,15,Neutral,
A004323,D00617,R004,Meeting,2023-10-24,60,Neutral,Decision deferred
A004324,D00539,R003,Follow-up,2024-09-30,30,Neutral,Awaiting legal review
A004325,D00739,R003,Demo,2023-12-10,45,Negative,
A004326,D01026,R001,Meeting,2023-05-15,90,Positive,
A004327,D00871,R001,Follow-up,2024-11-01,120,Positive,Decision deferred
A004328,D00101,R003,Email,2024-05-07,90,Negative,Sent pricing deck
A004329,D01082,R001,Email,2024-11-16,15,Negative,Decision deferred
A004330,D00692,R004,Meeting,2023-05-19,120,Neutral,Follow up scheduled
A004331,D00941,R001,Call,2024-07-09,45,Positive,
A004332,D00341,R005,Proposal Sent,2024-05-14,45,Positive,Follow up scheduled
A004333,D00861,R002,Follow-up,2024-12-14,60,Neutral,Follow up scheduled
A004334,D01044,R004,Proposal Sent,2024-07-03,15,Positive,Budget approved
A004335,D00038,R001,Demo,2024-08-21,90,Neutral,Decision deferred
A004336,D00660,R001,Call,2024-05-17,120,Positive,Budget approved
A004337,D00928,R001,Follow-up,2024-08-22,120,Neutral,Awaiting legal review
A004338,D01050,R002,Demo,2023-10-27,120,Neutral,Budget approved
A004339,D00454,R005,Call,2024-12-01,15,No Response,Stakeholder meeting set
A004340,D00737,R001,Meeting,2024-12-16,15,Neutral,Decision deferred
A004341,D00819,R001,Email,2024-12-19,30,Neutral,Budget approved
A004342,D00773,R001,Call,2023-10-03,45,Positive,Awaiting legal review
A004343,D00013,R005,Demo,2023-07-28,120,Neutral,
A004344,D00915,R003,Meeting,2023-08-15,30,Positive,Decision deferred
A004345,D00921,R002,Demo,2023-11-30,90,No Response,Stakeholder meeting set
A004346,D00825,R002,Call,2023-03-15,120,Positive,Budget approved
A004347,D00371,R001,Follow-up,2024-07-08,90,Neutral,Sent pricing deck
A004348,D00332,R001,Email,2024-02-12,60,No Response,Sent pricing deck
A004349,D00261,R001,Follow-up,2023-09-21,120,Positive,Follow up scheduled
A004350,D00697,R002,Meeting,2023-05-25,15,No Response,Follow up scheduled
A004351,D00687,R002,Demo,2024-12-29,60,Positive,Awaiting legal review
A004352,D00950,R002,Meeting,2024-04-28,120,Positive,Decision deferred
A004353,D00387,R001,Follow-up,2024-06-26,15,Neutral,Decision deferred
A004354,D00821,R003,Call,2024-03-29,45,Positive,Champion confirmed
A004355,D00468,R004,Follow-up,2023-08-12,15,Positive,Stakeholder meeting set
A004356,D00069,R005,Call,2024-09-17,60,No Response,Stakeholder meeting set
A004357,D01128,R003,Call,2023-08-27,45,Positive,
A004358,D01185,R003,Meeting,2024-12-01,30,Positive,Follow up scheduled
A004359,D00200,R001,Proposal Sent,2023-10-20,15,Negative,
A004360,D00216,R001,Proposal Sent,2024-09-16,120,Positive,Budget approved
A004361,D00212,R001,Meeting,2023-12-07,60,Positive,Awaiting legal review
A004362,D00508,R004,Follow-up,2024-04-07,15,Positive,Awaiting legal review
A004363,D00016,R003,Demo,2023-06-01,90,Neutral,Champion confirmed
A004364,D00884,R005,Meeting,2024-12-20,120,No Response,Sent pricing deck
A004365,D00332,R001,Proposal Sent,2024-04-18,60,Positive,
A004366,D00717,R005,Meeting,2024-03-15,120,Positive,Champion confirmed
A004367,D00551,R001,Email,2024-12-20,90,Positive,Stakeholder meeting set
A004368,D00942,R004,Meeting,2023-11-07,30,No Response,Follow up scheduled
A004369,D00256,R001,Meeting,2024-07-24,30,Positive,Sent pricing deck
A004370,D00992,R001,Email,2024-10-04,45,Neutral,Awaiting legal review
A004371,D00728,R001,Email,2023-03-24,60,Neutral,Follow up scheduled
A004372,D00880,R005,Proposal Sent,2024-12-04,15,Positive,Stakeholder meeting set
A004373,D00815,R003,Call,2024-10-21,120,Negative,Champion confirmed
A004374,D01196,R002,Meeting,2023-08-13,45,No Response,
A004375,D00649,R004,Follow-up,2023-05-29,30,Negative,Stakeholder meeting set
A004376,D01000,R005,Follow-up,2024-04-12,90,Positive,
A004377,D00471,R002,Follow-up,2024-04-26,15,Positive,Budget approved
A004378,D00690,R001,Proposal Sent,2023-06-07,90,Negative,Follow up scheduled
A004379,D00700,R002,Email,2024-10-03,30,Neutral,Awaiting legal review
A004380,D00507,R004,Proposal Sent,2023-04-05,15,Positive,Decision deferred
A004381,D00992,R001,Meeting,2024-10-08,15,Positive,Decision deferred
A004382,D01010,R005,Call,2024-12-19,30,Negative,Sent pricing deck
A004383,D00804,R002,Call,2023-04-18,60,Neutral,Champion confirmed
A004384,D00831,R005,Demo,2024-02-25,60,Positive,Sent pricing deck
